TimeStamp,Level(m),Storage(mcm),Storage_Percent(%),Spill(m^3/s),Inflow(m^3/s),Rainfall(mm)
2024-06-01,,,,,,
2024-06-02,,,,,,
2024-06-03,,,,,,
2024-06-04,,,,,,
2024-06-05,,,,,,
2024-06-06,,,,,,
2024-06-07,,,,,,
2024-06-08,,,,,,
2024-06-09,,,,,,
2024-06-10,,,,,,
2024-06-11,,,,,,
2024-06-12,,,,,,
2024-06-13,,,,,,
2024-06-14,,,,,,
2024-06-15,,,,,,
2024-06-16,,,,,,
2024-06-17,,,,,,
2024-06-18,,,,,,
2024-06-19,,,,,,
2024-06-20,,,,,,
2024-06-21,,,,,,
2024-06-22,,,,,,
2024-06-23,,,,,,
2024-06-24,,,,,,
2024-06-25,,,,,,
2024-06-26,,,,,,
2024-06-27,,,,,,
2024-06-28,,,,,,
2024-06-29,,,,,,
2024-06-30,,,,,,
2024-07-01,,,,,,
2024-07-02,,,,,,
2024-07-03,,,,,,
2024-07-04,,,,,,
2024-07-05,,,,,,
2024-07-06,,,,,,
2024-07-07,,,,,,
2024-07-08,,,,,,
2024-07-09,,,,,,
2024-07-10,,,,,,
2024-07-11,,,,,,
2024-07-12,,,,,,
2024-07-13,,,,,,
2024-07-14,,,,,,
2024-07-15,,,,,,
2024-07-16,,,,,,
2024-07-17,,,,,,
2024-07-18,,,,,,
2024-07-19,,,,,,
2024-07-20,,,,,,
2024-07-21,,,,,,
2024-07-22,,,,,,
2024-07-23,,,,,,
2024-07-24,,,,,,
2024-07-25,,,,,,
2024-07-26,,,,,,
2024-07-27,,,,,,
2024-07-28,,,,,,
2024-07-29,,,,,,
2024-07-30,,,,,,
2024-07-31,,,,,,
2024-08-01,965.86,233.87,52.38,0.0,101.97,35.0
2024-08-02,966.18,236.91,53.06,0.0,85.84,26.0
2024-08-03,966.4,239.1,53.55,0.0,75.21,4.0
2024-08-04,966.56,240.7,53.91,0.0,63.06,2.0
2024-08-05,966.69,242.0,54.2,0.0,55.33,0.0
2024-08-06,966.75,242.63,54.34,0.0,52.65,15.0
2024-08-07,966.7,242.1,54.22,0.0,44.48,0.0
2024-08-08,966.68,241.9,54.18,0.0,43.5,8.0
2024-08-09,966.59,241.0,53.97,0.0,35.97,4.0
2024-08-10,,,,,,
2024-08-11,966.49,240.0,53.75,0.0,29.24,27.0
2024-08-12,966.6,241.1,54.0,0.0,46.44,67.0
2024-08-13,966.58,240.9,53.95,0.0,35.1,26.0
2024-08-14,966.52,240.3,53.82,0.0,33.4,18.0
2024-08-15,966.46,239.7,53.68,0.0,33.14,11.0
2024-08-16,966.42,239.3,53.59,0.0,32.42,13.0
2024-08-17,966.56,240.7,53.91,0.0,57.36,65.0
2024-08-18,966.7,242.1,54.22,0.0,43.15,11.0
2024-08-19,966.78,242.94,54.41,0.0,37.04,9.0
2024-08-20,966.84,243.57,54.55,0.0,36.27,17.0
2024-08-21,967.16,246.93,55.3,0.0,64.77,67.0
2024-08-22,967.39,249.35,55.84,0.0,57.74,8.0
2024-08-23,967.46,250.11,56.01,0.0,47.38,0.0
2024-08-24,967.5,250.55,56.11,0.0,41.01,0.0
2024-08-25,,,,,,
2024-08-26,,,,,,
2024-08-27,,,,,,
2024-08-28,967.63,251.98,56.43,0.0,24.41,0.0
2024-08-29,967.61,251.76,56.38,0.0,25.23,12.0
2024-08-30,967.76,253.41,56.75,0.0,46.85,71.0
2024-08-31,967.92,255.2,57.15,0.0,47.93,46.0
2024-09-01,968.07,256.91,57.54,0.0,45.92,22.0
2024-09-02,968.26,259.09,58.03,0.0,45.24,27.0
2024-09-03,968.46,261.39,58.54,0.0,50.61,56.0
2024-09-04,968.71,264.27,59.19,0.0,55.87,36.0
2024-09-05,968.89,266.43,59.67,0.0,47.25,5.0
2024-09-06,969.04,268.23,60.07,0.0,42.37,5.0
2024-09-07,969.15,269.55,60.37,0.0,42.68,24.0
2024-09-08,969.22,270.39,60.56,0.0,39.53,8.0
2024-09-09,969.37,272.19,60.96,0.0,43.78,41.0
2024-09-10,969.58,274.71,61.52,0.0,51.39,93.0
2024-09-11,969.81,277.47,62.14,0.0,57.44,53.0
2024-09-12,970.09,280.83,62.89,0.0,62.39,11.0
2024-09-13,970.27,282.99,63.38,0.0,48.8,0.0
2024-09-14,970.4,284.55,63.73,0.0,42.32,2.0
2024-09-15,970.54,286.23,64.1,0.0,44.9,11.0
2024-09-16,970.65,287.55,64.4,0.0,34.56,2.0
2024-09-17,970.68,287.91,64.48,0.0,27.89,0.0
2024-09-18,970.6,286.95,64.27,0.0,29.25,4.0
2024-09-19,970.52,285.99,64.05,0.0,31.48,0.0
2024-09-20,970.47,285.39,63.92,0.0,23.96,0.0
2024-09-21,970.37,284.19,63.65,0.0,22.31,0.0
2024-09-22,970.28,283.11,63.41,0.0,22.5,0.0
2024-09-23,970.21,282.27,63.22,0.0,22.25,11.0
2024-09-24,970.11,281.07,62.95,0.0,27.07,13.0
2024-09-25,970.02,279.99,62.71,0.0,21.0,2.0
2024-09-26,969.93,278.91,62.46,0.0,20.91,7.0
2024-09-27,969.82,277.59,62.17,0.0,21.15,0.0
2024-09-28,969.75,276.75,61.98,0.0,21.09,13.0
2024-09-29,969.75,276.75,61.98,0.0,26.34,22.0
2024-09-30,969.71,276.27,61.87,0.0,19.47,15.0
2024-10-01,,,,,,
2024-10-02,,,,,,
2024-10-03,,,,,,
2024-10-04,,,,,,
2024-10-05,,,,,,
2024-10-06,,,,,,
2024-10-07,,,,,,
2024-10-08,,,,,,
2024-10-09,,,,,,
2024-10-10,,,,,,
2024-10-11,,,,,,
2024-10-12,,,,,,
2024-10-13,,,,,,
2024-10-14,,,,,,
2024-10-15,,,,,,
2024-10-16,,,,,,
2024-10-17,,,,,,
